Date,Asset,Active_Addresses,Tx_Count,Transfer_Volume_USD,Hash_Rate,Network_Cap_USD
2022-12-07,BTC-USD,899850,266558,,,323945839104.30493
2022-12-08,BTC-USD,905789,270258,,,331331799697.2159
2022-12-09,BTC-USD,946767,268606,,,329515480228.8269
2022-12-10,BTC-USD,909506,231276,,,329302474097.54333
2022-12-11,BTC-USD,781176,220885,,,328744079344.8782
2022-12-12,BTC-USD,905428,264207,,,330704952984.2636
2022-12-13,BTC-USD,974065,286344,,,341866163427.8328
2022-12-14,BTC-USD,930586,279228,,,342552090974.3184
2022-12-15,BTC-USD,897844,271326,,,333610472205.63245
2022-12-16,BTC-USD,893040,258839,,,319429708503.90717
2022-12-17,BTC-USD,967830,261183,,,322681062399.0879
2022-12-18,BTC-USD,783263,207910,,,322729554932.29346
2022-12-19,BTC-USD,971140,262020,,,315972232645.3263
2022-12-20,BTC-USD,950486,270300,,,325176875097.1312
2022-12-21,BTC-USD,905699,268746,,,323243270748.1628
2022-12-22,BTC-USD,908585,276334,,,323520845954.7279
2022-12-23,BTC-USD,891725,275188,,,322886162998.30566
2022-12-24,BTC-USD,758680,215536,,,323994138663.88385
2022-12-25,BTC-USD,731599,196741,,,323763179790.4042
2022-12-26,BTC-USD,787672,227132,,,324837072942.0877
2022-12-27,BTC-USD,867369,241695,,,321365396957.0633
2022-12-28,BTC-USD,904203,269982,,,318253243893.2231
2022-12-29,BTC-USD,945186,266982,,,320082752198.536
2022-12-30,BTC-USD,1050756,286348,,,319388854075.39685
2022-12-31,BTC-USD,839910,243946,,,318067813339.4093
2023-01-01,BTC-USD,719716,189355,,,319672567829.92584
2023-01-02,BTC-USD,842261,228547,,,321266671119.1712
2023-01-03,BTC-USD,985169,273459,,,320923849121.50653
2023-01-04,BTC-USD,922281,279254,,,324371229130.03345
2023-01-05,BTC-USD,922508,274976,,,323934038866.73096
2023-01-06,BTC-USD,932794,273358,,,326515008906.59827
2023-01-07,BTC-USD,809225,250336,,,326237998585.17
2023-01-08,BTC-USD,755503,229074,,,328499715753.26697
2023-01-09,BTC-USD,981056,286289,,,330886115501.8013
2023-01-10,BTC-USD,1146540,306036,,,335749580566.8327
2023-01-11,BTC-USD,944957,288569,,,343465404948.3947
2023-01-12,BTC-USD,1034292,310585,,,363435762403.209
2023-01-13,BTC-USD,1072059,320370,,,382696914618.5445
2023-01-14,BTC-USD,965948,303624,,,404719555363.718
2023-01-15,BTC-USD,807742,255156,,,402142059538.9224
2023-01-16,BTC-USD,966312,303811,,,408025350489.2305
2023-01-17,BTC-USD,988775,309004,,,408005301935.65857
2023-01-18,BTC-USD,942079,294539,,,398995131352.91315
2023-01-19,BTC-USD,926693,298607,,,405991740732.9317
2023-01-20,BTC-USD,933005,303214,,,436623508826.3357
2023-01-21,BTC-USD,906764,286001,,,439387994541.3399
2023-01-22,BTC-USD,863236,249747,,,437735066276.4035
2023-01-23,BTC-USD,933346,296833,,,441857284818.24146
2023-01-24,BTC-USD,908199,288416,,,435749412018.20013
2023-01-25,BTC-USD,912032,306272,,,445371057214.8687
2023-01-26,BTC-USD,892287,297461,,,443458477430.5372
2023-01-27,BTC-USD,929064,305372,,,444671920357.2479
2023-01-28,BTC-USD,857014,268374,,,443507093772.12006
2023-01-29,BTC-USD,829895,258804,,,458299678267.7888
2023-01-30,BTC-USD,957363,311188,,,439513744530.55255
2023-01-31,BTC-USD,944348,312359,,,445903953177.8653
2023-02-01,BTC-USD,1050528,343824,,,457436212535.37054
2023-02-02,BTC-USD,983946,335421,,,453185335299.5718
2023-02-03,BTC-USD,988867,317695,,,452052047565.4157
2023-02-04,BTC-USD,961115,302062,,,450331066544.2132
2023-02-05,BTC-USD,802171,256347,,,442673043515.76447
2023-02-06,BTC-USD,920525,304492,,,438605028941.3012
2023-02-07,BTC-USD,944049,303225,,,448674357936.5548
2023-02-08,BTC-USD,942153,315120,,,442355589491.7768
2023-02-09,BTC-USD,1056974,363668,,,420790203963.9413
2023-02-10,BTC-USD,923753,302716,,,416998493072.5835
2023-02-11,BTC-USD,896301,281958,,,421730481059.5885
2023-02-12,BTC-USD,861493,256348,,,419964034322.39526
2023-02-13,BTC-USD,957593,297879,,,420497959396.1862
2023-02-14,BTC-USD,913570,305330,,,428692521757.3896
2023-02-15,BTC-USD,993456,325059,,,468884953214.8082
2023-02-16,BTC-USD,1118226,341817,,,458066234824.8328
2023-02-17,BTC-USD,1050009,322140,,,474777985910.94104
2023-02-18,BTC-USD,1046593,273988,,,475367066196.61975
2023-02-19,BTC-USD,928713,244509,,,470190985337.3357
2023-02-20,BTC-USD,908106,267205,,,478527590358.21405
2023-02-21,BTC-USD,1012926,293613,,,470883335720.71594
2023-02-22,BTC-USD,931144,277803,,,466337552716.17426
2023-02-23,BTC-USD,1071298,291650,,,461466839224.232
2023-02-24,BTC-USD,964247,298377,,,447316040888.53906
2023-02-25,BTC-USD,811239,259206,,,447022542624.343
2023-02-26,BTC-USD,905055,271471,,,454425911741.45215
2023-02-27,BTC-USD,982682,296912,,,453714768533.1664
2023-02-28,BTC-USD,983627,335341,,,446819268836.4395
2023-03-01,BTC-USD,1076257,377754,,,455815311827.3252
2023-03-02,BTC-USD,939444,330024,,,453121431949.6086
2023-03-03,BTC-USD,1086253,355066,,,431523107640.1537
2023-03-04,BTC-USD,905589,306924,,,431239053644.6866
2023-03-05,BTC-USD,995537,287178,,,432912254426.8668
2023-03-06,BTC-USD,931807,318245,,,432831999828.83685
2023-03-07,BTC-USD,1063023,360867,,,428219361920.7399
2023-03-08,BTC-USD,885079,290018,,,419098099713.9698
2023-03-09,BTC-USD,929904,339133,,,393013679640.0983
2023-03-10,BTC-USD,979055,322995,,,390917907908.01056
2023-03-11,BTC-USD,982511,323403,,,397599044509.8048
2023-03-12,BTC-USD,886609,263955,,,426221507105.4308
2023-03-13,BTC-USD,999918,335201,,,466585218228.0785
2023-03-14,BTC-USD,1024780,327923,,,478479673367.31464
2023-03-15,BTC-USD,1006730,343857,,,471562885492.7352
2023-03-16,BTC-USD,879957,295146,,,483820966773.28314
2023-03-17,BTC-USD,1085422,339244,,,530355563505.5659
2023-03-18,BTC-USD,955447,293458,,,521401004462.55426
2023-03-19,BTC-USD,845573,271293,,,544602429934.9583
2023-03-20,BTC-USD,1014355,337263,,,537849646186.5744
2023-03-21,BTC-USD,990544,331907,,,544415302326.4737
2023-03-22,BTC-USD,940276,296448,,,528379507078.967
2023-03-23,BTC-USD,902932,292159,,,548632503448.67126
2023-03-24,BTC-USD,893101,294570,,,530807367185.91296
2023-03-25,BTC-USD,898042,287422,,,531312174636.28394
2023-03-26,BTC-USD,851151,266890,,,542169657055.9983
2023-03-27,BTC-USD,1057595,295339,,,524906913723.9932
2023-03-28,BTC-USD,982699,317587,,,527422700745.3335
2023-03-29,BTC-USD,977852,328588,,,548815740560.0656
2023-03-30,BTC-USD,1021839,331354,,,541733941198.0574
2023-03-31,BTC-USD,1043754,308895,,,551292496354.6884
2023-04-01,BTC-USD,1038858,316521,,,550928486203.3832
2023-04-02,BTC-USD,1012005,342161,,,544524713657.5736
2023-04-03,BTC-USD,985157,336905,,,538533843979.47015
2023-04-04,BTC-USD,1108155,419443,,,543647331979.0974
2023-04-05,BTC-USD,964688,345029,,,545148282923.0317
2023-04-06,BTC-USD,1022873,352346,,,542445068149.4137
2023-04-07,BTC-USD,956362,351639,,,540298652289.0736
2023-04-08,BTC-USD,885739,325340,,,540851301862.0266
2023-04-09,BTC-USD,936112,277152,,,548492793650.62
2023-04-10,BTC-USD,947327,292988,,,574235609982.3527
2023-04-11,BTC-USD,1146146,375758,,,585087519181.1974
2023-04-12,BTC-USD,1056542,344791,,,578654885226.6572
2023-04-13,BTC-USD,1009669,326572,,,587538152475.136
2023-04-14,BTC-USD,1016042,316304,,,589270068912.4236
2023-04-15,BTC-USD,1045660,275326,,,587038231196.8175
2023-04-16,BTC-USD,840992,235578,,,586498169368.5076
2023-04-17,BTC-USD,984242,316549,,,570208016248.9177
2023-04-18,BTC-USD,1149264,313000,,,587602759964.4852
2023-04-19,BTC-USD,985732,298359,,,557245599384.4084
2023-04-20,BTC-USD,951443,297440,,,546713741184.974
2023-04-21,BTC-USD,1015546,352999,,,528175134909.0028
2023-04-22,BTC-USD,914896,356615,,,538564949198.4576
2023-04-23,BTC-USD,840711,434101,,,534277114846.2925
2023-04-24,BTC-USD,998948,358615,,,532666177826.66583
2023-04-25,BTC-USD,895988,373152,,,547833832702.5402
2023-04-26,BTC-USD,893248,433927,,,549435199387.87
2023-04-27,BTC-USD,892914,419005,,,570390261178.377
2023-04-28,BTC-USD,957827,484327,,,568196114329.5779
2023-04-29,BTC-USD,803633,487346,,,565718094832.8191
2023-04-30,BTC-USD,767567,561448,,,568466684139.17
2023-05-01,BTC-USD,929691,685711,,,544353449574.5647
2023-05-02,BTC-USD,820724,460621,,,555521717581.1757
2023-05-03,BTC-USD,953701,488518,,,562410583931.3228
2023-05-04,BTC-USD,914598,490738,,,558773645025.0818
2023-05-05,BTC-USD,822037,411057,,,572294716419.607
2023-05-06,BTC-USD,764917,603617,,,559666442122.5637
2023-05-07,BTC-USD,549932,614264,,,557024258369.1561
2023-05-08,BTC-USD,696710,573864,,,537013903849.53534
2023-05-09,BTC-USD,772112,592036,,,535396500180.69135
2023-05-10,BTC-USD,891517,672910,,,535495151707.0393
2023-05-11,BTC-USD,831417,544837,,,522741765621.6745
2023-05-12,BTC-USD,809188,508450,,,518640829707.00287
2023-05-13,BTC-USD,705679,581550,,,519983463986.6365
2023-05-14,BTC-USD,835319,626942,,,521501767636.86115
2023-05-15,BTC-USD,817441,526691,,,527597676412.83777
2023-05-16,BTC-USD,814467,564700,,,523634254375.96967
2023-05-17,BTC-USD,841652,579967,,,530933746512.83374
2023-05-18,BTC-USD,814709,478050,,,520149069256.5386
2023-05-19,BTC-USD,904374,513521,,,521070836897.92114
2023-05-20,BTC-USD,719434,423450,,,525188703696.1737
2023-05-21,BTC-USD,775828,487763,,,518939805773.35767
2023-05-22,BTC-USD,817592,506455,,,520546146828.68176
2023-05-23,BTC-USD,859507,514901,,,527706821772.363
2023-05-24,BTC-USD,859470,398061,,,510568856611.54913
2023-05-25,BTC-USD,923963,466257,,,513373437575.88806
2023-05-26,BTC-USD,963216,533103,,,517964772439.35925
2023-05-27,BTC-USD,877266,469559,,,520589684799.388
2023-05-28,BTC-USD,863880,499561,,,544713631696.41895
2023-05-29,BTC-USD,912071,548854,,,538296723420.2816
2023-05-30,BTC-USD,959148,511408,,,537303974431.53375
2023-05-31,BTC-USD,925966,421021,,,527734362861.804
2023-06-01,BTC-USD,919298,351891,,,520149803853.8615
2023-06-02,BTC-USD,982760,485798,,,528512754630.3877
2023-06-03,BTC-USD,873884,380045,,,525125397359.78687
2023-06-04,BTC-USD,879948,357474,,,526679506782.1844
2023-06-05,BTC-USD,884289,363110,,,500086760503.23615
2023-06-06,BTC-USD,1032895,468063,,,527805281358.1224
2023-06-07,BTC-USD,1004588,429649,,,510872747611.9035
2023-06-08,BTC-USD,964762,403263,,,514430501556.3999
2023-06-09,BTC-USD,1020140,387748,,,513468924118.93225
2023-06-10,BTC-USD,943047,364874,,,501710449004.70013
2023-06-11,BTC-USD,872589,401105,,,502582898459.83105
2023-06-12,BTC-USD,985947,371500,,,502606840607.85065
2023-06-13,BTC-USD,933842,405497,,,502128298740.5132
2023-06-14,BTC-USD,828183,333934,,,486950552678.45825
2023-06-15,BTC-USD,919869,421465,,,495929474633.99506
2023-06-16,BTC-USD,958674,521861,,,510947065430.74207
2023-06-17,BTC-USD,863600,468094,,,514508639698.38794
2023-06-18,BTC-USD,883864,442763,,,511424654895.8779
2023-06-19,BTC-USD,920552,412858,,,519678514144.5061
2023-06-20,BTC-USD,951926,446312,,,549343799477.71765
2023-06-21,BTC-USD,920555,363604,,,584185860834.0365
2023-06-22,BTC-USD,1000988,390860,,,581358382042.0336
2023-06-23,BTC-USD,948738,373178,,,594694065924.9224
2023-06-24,BTC-USD,1011110,360123,,,592987890855.0363
2023-06-25,BTC-USD,944147,384437,,,591433552695.0343
2023-06-26,BTC-USD,998904,405162,,,587354472876.4258
2023-06-27,BTC-USD,978594,433747,,,595363699913.8203
2023-06-28,BTC-USD,826245,331234,,,584453424037.3441
2023-06-29,BTC-USD,970467,435226,,,591407318592.3457
2023-06-30,BTC-USD,1067040,446825,,,591897765637.368
2023-07-01,BTC-USD,918349,320180,,,593810178287.0383
2023-07-02,BTC-USD,997177,307552,,,594086124744.982
2023-07-03,BTC-USD,977874,333178,,,604620797716.763
2023-07-04,BTC-USD,963366,377184,,,598134575137.0653
2023-07-05,BTC-USD,964759,494320,,,592297040619.1724
2023-07-06,BTC-USD,973154,393611,,,582261234281.4344
2023-07-07,BTC-USD,1021136,558253,,,589095022829.2559
2023-07-08,BTC-USD,1009931,574664,,,587841663177.4305
2023-07-09,BTC-USD,978223,593770,,,585923377405.3176
2023-07-10,BTC-USD,925790,508406,,,590448269412.5723
2023-07-11,BTC-USD,937945,430012,,,594778750901.7263
2023-07-12,BTC-USD,942309,477324,,,590325510735.3842
2023-07-13,BTC-USD,874515,373263,,,610731309494.0143
2023-07-14,BTC-USD,996373,421261,,,588918530172.9481
2023-07-15,BTC-USD,914738,489697,,,588560314529.3848
2023-07-16,BTC-USD,927843,591972,,,587790692134.452
2023-07-17,BTC-USD,931087,440009,,,585756083872.9222
2023-07-18,BTC-USD,1028951,569852,,,579801229885.0629
2023-07-19,BTC-USD,969285,482668,,,581330729751.3192
2023-07-20,BTC-USD,901211,398519,,,579266914318.2406
2023-07-21,BTC-USD,855163,322339,,,581505118062.6237
2023-07-22,BTC-USD,923147,288229,,,577765664913.1605
2023-07-23,BTC-USD,894084,560423,,,584412592865.5505
2023-07-24,BTC-USD,938461,530301,,,567175501671.5082
2023-07-25,BTC-USD,940528,463976,,,568034510474.9121
2023-07-26,BTC-USD,1015337,451236,,,570788957155.0269
2023-07-27,BTC-USD,943734,413776,,,567705587810.3228
2023-07-28,BTC-USD,948590,448372,,,569959677160.0485
2023-07-29,BTC-USD,889450,423912,,,570840562162.5763
2023-07-30,BTC-USD,1010937,645339,,,568974872634.1339
2023-07-31,BTC-USD,922082,446746,,,568164226105.1633
2023-08-01,BTC-USD,983005,405391,,,573629784670.5057
2023-08-02,BTC-USD,1069904,393762,,,566726820626.5154
2023-08-03,BTC-USD,1030326,476666,,,567710991370.1062
2023-08-04,BTC-USD,912508,318338,,,565105804695.3821
2023-08-05,BTC-USD,992041,499440,,,565052912292.7183
2023-08-06,BTC-USD,973822,611086,,,564984423123.5125
2023-08-07,BTC-USD,952272,423178,,,567273367302.8016
2023-08-08,BTC-USD,874562,332667,,,579261915351.565
2023-08-09,BTC-USD,1057273,508817,,,575468304282.0208
2023-08-10,BTC-USD,947623,355773,,,572519595905.101
2023-08-11,BTC-USD,954168,502936,,,571956438561.5012
2023-08-12,BTC-USD,926800,512116,,,572297423307.2441
2023-08-13,BTC-USD,860881,497535,,,569800385426.1592
2023-08-14,BTC-USD,1007719,563322,,,572222106279.2792
2023-08-15,BTC-USD,1073564,581895,,,567556759131.4548
2023-08-16,BTC-USD,947796,574119,,,559543774142.6799
2023-08-17,BTC-USD,1050502,492845,,,518826863048.6306
2023-08-18,BTC-USD,1016460,424283,,,506721783913.45654
2023-08-19,BTC-USD,878361,521811,,,507846438071.15137
2023-08-20,BTC-USD,929724,611930,,,509478386019.2887
2023-08-21,BTC-USD,1002377,551541,,,508579521674.7416
2023-08-22,BTC-USD,922178,422819,,,505669568328.7056
2023-08-23,BTC-USD,937656,409372,,,514919209015.0047
2023-08-24,BTC-USD,946410,401881,,,508607674820.29224
2023-08-25,BTC-USD,922155,425953,,,506957185572.9049
2023-08-26,BTC-USD,917123,499325,,,506303782993.0188
2023-08-27,BTC-USD,808508,411227,,,507883827671.5994
2023-08-28,BTC-USD,873786,326485,,,508232408563.7208
2023-08-29,BTC-USD,1060996,509039,,,538807201879.9037
2023-08-30,BTC-USD,877649,406652,,,531561630095.86505
2023-08-31,BTC-USD,968985,433684,,,505412286329.01166
2023-09-01,BTC-USD,1051172,418665,,,502475261599.45935
2023-09-02,BTC-USD,955720,545957,,,503775509930.82574
2023-09-03,BTC-USD,864433,627700,,,505636660531.69293
2023-09-04,BTC-USD,920027,575666,,,502485734430.55206
2023-09-05,BTC-USD,940913,453308,,,502171430649.91614
2023-09-06,BTC-USD,1001123,485735,,,501656133395.8638
2023-09-07,BTC-USD,1003310,541513,,,510558478038.27527
2023-09-08,BTC-USD,986937,408954,,,504621236835.8533
2023-09-09,BTC-USD,1116330,599142,,,504449363829.6965
2023-09-10,BTC-USD,1049360,557602,,,503242767131.7789
2023-09-11,BTC-USD,1120614,463598,,,489700142564.4573
2023-09-12,BTC-USD,1042537,461193,,,503841361451.7037
2023-09-13,BTC-USD,1049105,513232,,,511019169908.62366
2023-09-14,BTC-USD,1131002,574875,,,517460186589.9245
2023-09-15,BTC-USD,1234300,708663,,,519762749395.7533
2023-09-16,BTC-USD,1053706,591563,,,517508914919.9982
2023-09-17,BTC-USD,1039207,616879,,,516496770733.76605
2023-09-18,BTC-USD,1125172,625728,,,521632787593.76227
2023-09-19,BTC-USD,1035954,491377,,,530434922294.0389
2023-09-20,BTC-USD,1062056,561350,,,528868345382.3211
2023-09-21,BTC-USD,1078476,427398,,,517940823891.0621
2023-09-22,BTC-USD,978848,433758,,,518148451376.85046
2023-09-23,BTC-USD,1090192,639336,,,518069661036.8464
2023-09-24,BTC-USD,1061159,428059,,,512457226998.516
2023-09-25,BTC-USD,1104115,294377,,,512523325127.045
2023-09-26,BTC-USD,1027673,305251,,,510707682977.89667
2023-09-27,BTC-USD,1072094,341149,,,513493183428.7344
2023-09-28,BTC-USD,1045920,376671,,,527114436863.46533
2023-09-29,BTC-USD,1050872,323661,,,524756938047.95734
2023-09-30,BTC-USD,1019753,280334,,,526075791386.05505
2023-10-01,BTC-USD,921731,320190,,,545063625648.5012
2023-10-02,BTC-USD,1027085,340200,,,537597189376.07947
2023-10-03,BTC-USD,1077556,309334,,,535153460226.5144
2023-10-04,BTC-USD,904067,293693,,,542160520527.8175
2023-10-05,BTC-USD,946720,321037,,,534950498590.6463
2023-10-06,BTC-USD,915218,293272,,,545035568358.9752
2023-10-07,BTC-USD,853582,242646,,,545666018320.83685
2023-10-08,BTC-USD,786381,243277,,,544981306054.7192
2023-10-09,BTC-USD,942188,280007,,,538278357094.6784
2023-10-10,BTC-USD,903210,283755,,,534959366481.3849
2023-10-11,BTC-USD,867301,265623,,,523443617438.48944
2023-10-12,BTC-USD,911879,272350,,,521777018609.8072
2023-10-13,BTC-USD,917035,278419,,,523772953760.5984
2023-10-14,BTC-USD,806946,258882,,,524178794761.6759
2023-10-15,BTC-USD,795940,258142,,,529442998597.0687
2023-10-16,BTC-USD,1018543,298000,,,556330012853.7865
2023-10-17,BTC-USD,917408,294069,,,554922670009.3156
2023-10-18,BTC-USD,932487,275052,,,552896547827.5342
2023-10-19,BTC-USD,918882,282274,,,559992553526.0752
2023-10-20,BTC-USD,952627,293330,,,579821427846.1895
2023-10-21,BTC-USD,871252,268430,,,584096126027.6635
2023-10-22,BTC-USD,795000,247456,,,585327499000.0365
2023-10-23,BTC-USD,1071672,312741,,,643338061309.7109
2023-10-24,BTC-USD,1021188,372695,,,661457680682.435
2023-10-25,BTC-USD,1090466,477890,,,673352887607.2732
2023-10-26,BTC-USD,1099370,429794,,,667387843568.6382
2023-10-27,BTC-USD,1052994,456280,,,661864606136.3345
2023-10-28,BTC-USD,1018571,564578,,,665699403187.6077
2023-10-29,BTC-USD,909920,403706,,,675155541179.4105
2023-10-30,BTC-USD,1097494,461480,,,673641945531.777
2023-10-31,BTC-USD,1044499,437895,,,676435313127.4437
2023-11-01,BTC-USD,1053031,461955,,,692005135084.2311
2023-11-02,BTC-USD,1062991,410238,,,681313058707.277
2023-11-03,BTC-USD,990903,450384,,,677930509621.0774
2023-11-04,BTC-USD,1118816,704138,,,685445372905.6
2023-11-05,BTC-USD,1144443,666535,,,685753933111.1659
2023-11-06,BTC-USD,993108,439013,,,684075855228.6017
2023-11-07,BTC-USD,961106,449873,,,691934232277.7666
2023-11-08,BTC-USD,1004807,585167,,,699379861493.9697
2023-11-09,BTC-USD,989778,571031,,,716554937246.1757
2023-11-10,BTC-USD,1127201,526138,,,730114337393.7738
2023-11-11,BTC-USD,1073475,628048,,,722578816039.1404
2023-11-12,BTC-USD,1008655,706503,,,724050510722.7842
2023-11-13,BTC-USD,963722,418873,,,714110932281.1439
2023-11-14,BTC-USD,957065,525384,,,695526681621.9908
2023-11-15,BTC-USD,961281,569166,,,739529498353.9537
2023-11-16,BTC-USD,933700,628280,,,706727280727.5068
2023-11-17,BTC-USD,1014052,532945,,,714761166975.2008
2023-11-18,BTC-USD,860889,629610,,,714945979789.7671
2023-11-19,BTC-USD,962703,712264,,,731899071791.294
2023-11-20,BTC-USD,1064908,630519,,,733371228930.5375
2023-11-21,BTC-USD,1007505,530112,,,704454241190.6842
2023-11-22,BTC-USD,979014,536770,,,731230704479.3485
2023-11-23,BTC-USD,970303,586979,,,729479763214.5287
2023-11-24,BTC-USD,1136807,624489,,,737477876623.1957
2023-11-25,BTC-USD,1032695,612626,,,739105838366.7302
2023-11-26,BTC-USD,983533,578192,,,732933517212.2942
2023-11-27,BTC-USD,981736,478456,,,728007625505.0597
2023-11-28,BTC-USD,996007,447781,,,739759969555.1896
2023-11-29,BTC-USD,915309,358838,,,740151719383.5668
2023-11-30,BTC-USD,958958,410936,,,737559963657.6083
2023-12-01,BTC-USD,1131524,497410,,,756979072757.1498
2023-12-02,BTC-USD,860355,435763,,,771849857306.7882
2023-12-03,BTC-USD,919493,707186,,,781982500933.8688
2023-12-04,BTC-USD,1034656,567712,,,819814934315.0968
2023-12-05,BTC-USD,867570,513549,,,862040657424.9015
2023-12-06,BTC-USD,867353,469800,,,855795078786.4973
2023-12-07,BTC-USD,898183,368965,,,846764339890.7688
2023-12-08,BTC-USD,924415,411806,,,864847778236.8765
2023-12-09,BTC-USD,927620,593873,,,855792329926.9049
2023-12-10,BTC-USD,848613,528723,,,855687879830.6742
2023-12-11,BTC-USD,1010741,528218,,,806366344749.7966
2023-12-12,BTC-USD,886419,547067,,,811439872900.6285
2023-12-13,BTC-USD,742559,586126,,,840280084906.0906
2023-12-14,BTC-USD,711343,569840,,,842160345950.7255
2023-12-15,BTC-USD,860116,632050,,,821555930265.7354
2023-12-16,BTC-USD,724669,636141,,,826001802531.8429
2023-12-17,BTC-USD,703993,621213,,,810881174245.3148
2023-12-18,BTC-USD,928612,641771,,,834551810875.268
2023-12-19,BTC-USD,817240,662370,,,827472216777.7076
2023-12-20,BTC-USD,787679,580281,,,853610950918.3718
2023-12-21,BTC-USD,815395,589222,,,858840219309.1272
2023-12-22,BTC-USD,1012121,623750,,,861612765680.0215
2023-12-23,BTC-USD,893092,609387,,,856944238425.8184
2023-12-24,BTC-USD,880971,724746,,,843852920767.2596
2023-12-25,BTC-USD,702609,531891,,,854188718516.3186
2023-12-26,BTC-USD,742922,556724,,,832047859801.0199
2023-12-27,BTC-USD,776011,541778,,,850603955311.5321
2023-12-28,BTC-USD,848615,417387,,,835630557952.1046
2023-12-29,BTC-USD,910761,579710,,,822508753451.7498
2023-12-30,BTC-USD,787521,540497,,,826579160024.2511
2023-12-31,BTC-USD,791644,724837,,,826868406538.1709
2024-01-01,BTC-USD,827239,655722,,,862798932438.5515
2024-01-02,BTC-USD,867688,364237,,,880301238448.1906
2024-01-03,BTC-USD,940343,502203,,,837886611759.9718
2024-01-04,BTC-USD,1010934,482718,,,866868194472.4562
2024-01-05,BTC-USD,813324,416347,,,864860632050.2275
2024-01-06,BTC-USD,808917,389306,,,860425656118.4233
2024-01-07,BTC-USD,713381,348435,,,859012443610.0101
2024-01-08,BTC-USD,756849,409400,,,920512392403.762
2024-01-09,BTC-USD,902934,470829,,,902974871223.5372
2024-01-10,BTC-USD,839431,384427,,,917398869581.0612
2024-01-11,BTC-USD,960999,450822,,,908880379024.5656
2024-01-12,BTC-USD,987727,367870,,,839096097616.4066
2024-01-13,BTC-USD,845713,667027,,,839717259324.3887
2024-01-14,BTC-USD,722721,591106,,,820960086253.5798
2024-01-15,BTC-USD,786699,401054,,,833548710417.6099
2024-01-16,BTC-USD,782242,469892,,,846175712864.9702
2024-01-17,BTC-USD,809220,455050,,,836757824473.3639
2024-01-18,BTC-USD,897358,480795,,,808815882007.2329
2024-01-19,BTC-USD,806018,461325,,,815611837232.0771
2024-01-20,BTC-USD,817313,565601,,,816861256061.064
2024-01-21,BTC-USD,767739,593968,,,814318181968.0931
2024-01-22,BTC-USD,951076,451204,,,775932511818.8115
2024-01-23,BTC-USD,865990,368563,,,779111859291.3501
2024-01-24,BTC-USD,899326,368789,,,786296878249.5127
2024-01-25,BTC-USD,1101397,347123,,,782730418148.3042
2024-01-26,BTC-USD,892906,496525,,,820871113388.8333
2024-01-27,BTC-USD,965883,603739,,,826104247111.5658
2024-01-28,BTC-USD,898096,629248,,,823356005467.9299
2024-01-29,BTC-USD,959589,580828,,,847624931690.9917
2024-01-30,BTC-USD,907924,524001,,,842401659509.7396
2024-01-31,BTC-USD,870798,437107,,,835364222162.0884
2024-02-01,BTC-USD,933880,410372,,,843856959361.5793
2024-02-02,BTC-USD,932903,432087,,,846556232629.2255
2024-02-03,BTC-USD,820828,515129,,,843203026562.8829
2024-02-04,BTC-USD,802004,331515,,,835277882869.2004
2024-02-05,BTC-USD,852467,281772,,,836162692896.9808
2024-02-06,BTC-USD,865722,280196,,,845693113581.4182
2024-02-07,BTC-USD,901234,425025,,,868307228059.1835
2024-02-08,BTC-USD,818130,287438,,,889519016233.136
2024-02-09,BTC-USD,950564,330447,,,925768615916.4115
2024-02-10,BTC-USD,963958,406003,,,937900623195.3085
2024-02-11,BTC-USD,840255,323411,,,945946661324.0156
2024-02-12,BTC-USD,1013562,413637,,,981112034988.7357
2024-02-13,BTC-USD,843469,305214,,,974054908900.8115
2024-02-14,BTC-USD,803805,298455,,,1017597474063.2532
2024-02-15,BTC-USD,892019,309299,,,1019510236754.0828
2024-02-16,BTC-USD,836256,306995,,,1023836267564.0166
2024-02-17,BTC-USD,850883,330435,,,1014413414440.1022
2024-02-18,BTC-USD,748090,346126,,,1023743059920.6989
2024-02-19,BTC-USD,867774,366190,,,1017048408416.95
2024-02-20,BTC-USD,866223,396745,,,1026974429999.0883
2024-02-21,BTC-USD,821320,369350,,,1015951209301.8634
2024-02-22,BTC-USD,855859,366922,,,1007119959019.4268
2024-02-23,BTC-USD,938307,403218,,,997290498112.2657
2024-02-24,BTC-USD,819174,342157,,,1012829187887.0153
2024-02-25,BTC-USD,894568,421219,,,1016185995310.12
2024-02-26,BTC-USD,887140,355313,,,1071322129159.3308
2024-02-27,BTC-USD,917983,388230,,,1120426601291.386
2024-02-28,BTC-USD,1054242,415406,,,1226750759834.859
2024-02-29,BTC-USD,989364,407609,,,1205865991757.463
2024-03-01,BTC-USD,1058499,415081,,,1228113241125.587
2024-03-02,BTC-USD,843207,342086,,,1218836653884.7495
2024-03-03,BTC-USD,868123,385135,,,1237397939322.0188
2024-03-04,BTC-USD,889591,358771,,,1337644545844.4673
2024-03-05,BTC-USD,1163884,424703,,,1256356364718.29
2024-03-06,BTC-USD,922558,381467,,,1298715391395.494
2024-03-07,BTC-USD,1034779,437969,,,1317782410417.2563
2024-03-08,BTC-USD,947450,424558,,,1342866381837.3845
2024-03-09,BTC-USD,915625,362520,,,1346056196239.3835
2024-03-10,BTC-USD,862638,363011,,,1353579668685.426
2024-03-11,BTC-USD,1150718,393001,,,1418814650993.1611
